borough,datetime_local,temp_f,dewpoint_f,rh_pct,heat_index_f
Staten Island,2026-07-22T03:00:00-04:00,75.7,68.2,77.7,76.6
Staten Island,2026-07-22T04:00:00-04:00,74.9,68.3,79.9,75.9
Staten Island,2026-07-22T05:00:00-04:00,74.6,68.4,81.2,75.5
Staten Island,2026-07-22T06:00:00-04:00,74.6,68.5,81.3,75.6
Staten Island,2026-07-22T07:00:00-04:00,75.5,68.6,79.2,76.5
Staten Island,2026-07-22T08:00:00-04:00,77.1,68.7,75.2,78.1
Staten Island,2026-07-22T09:00:00-04:00,79.4,68.8,69.9,80.3
Staten Island,2026-07-22T10:00:00-04:00,82.1,68.8,64.3,85.4
Staten Island,2026-07-22T11:00:00-04:00,84.9,68.9,58.9,88.7
Staten Island,2026-07-22T12:00:00-04:00,87.6,69.0,54.2,91.9
Staten Island,2026-07-22T13:00:00-04:00,89.9,69.1,50.7,94.6
Staten Island,2026-07-22T14:00:00-04:00,91.5,69.2,48.3,96.7
Staten Island,2026-07-22T15:00:00-04:00,92.4,69.4,47.2,97.8
Staten Island,2026-07-22T16:00:00-04:00,92.5,69.5,47.3,98.0
Staten Island,2026-07-22T17:00:00-04:00,92.1,69.6,48.1,97.7
Staten Island,2026-07-22T18:00:00-04:00,91.4,69.8,49.4,96.9
Staten Island,2026-07-22T19:00:00-04:00,90.3,69.9,51.3,95.8
Staten Island,2026-07-22T20:00:00-04:00,89.0,70.0,53.6,94.3
Staten Island,2026-07-22T21:00:00-04:00,87.5,70.1,56.5,92.6
Staten Island,2026-07-22T22:00:00-04:00,85.8,70.2,59.8,90.7
Staten Island,2026-07-22T23:00:00-04:00,84.2,70.4,63.4,88.7
Staten Island,2026-07-23T00:00:00-04:00,82.5,70.5,67.1,86.7
Staten Island,2026-07-23T01:00:00-04:00,81.0,70.6,70.8,84.8
Staten Island,2026-07-23T02:00:00-04:00,79.7,70.8,74.2,82.9
Staten Island,2026-07-23T03:00:00-04:00,78.6,70.9,77.1,79.8
Staten Island,2026-07-23T04:00:00-04:00,77.9,71.0,79.3,79.1
Staten Island,2026-07-23T05:00:00-04:00,77.5,71.1,80.6,78.8
Staten Island,2026-07-23T06:00:00-04:00,77.6,71.2,80.8,78.9
Staten Island,2026-07-23T07:00:00-04:00,78.5,71.4,78.9,79.7
Staten Island,2026-07-23T08:00:00-04:00,80.1,71.5,75.0,83.8
Staten Island,2026-07-23T09:00:00-04:00,82.4,71.6,70.0,87.2
Staten Island,2026-07-23T10:00:00-04:00,85.1,71.8,64.4,90.9
Staten Island,2026-07-23T11:00:00-04:00,87.9,71.9,59.2,94.6
Staten Island,2026-07-23T12:00:00-04:00,90.6,72.0,54.6,98.0
Staten Island,2026-07-23T13:00:00-04:00,92.9,72.0,50.9,100.9
Staten Island,2026-07-23T14:00:00-04:00,94.5,72.0,48.3,103.0
Staten Island,2026-07-23T15:00:00-04:00,95.4,72.0,47.0,104.1
Staten Island,2026-07-23T16:00:00-04:00,95.4,72.0,47.0,104.1
Staten Island,2026-07-23T17:00:00-04:00,95.0,72.0,47.6,103.6
Staten Island,2026-07-23T18:00:00-04:00,94.2,72.0,48.8,102.6
Staten Island,2026-07-23T19:00:00-04:00,93.0,72.0,50.6,101.1
Staten Island,2026-07-23T20:00:00-04:00,91.5,72.0,53.0,99.2
Staten Island,2026-07-23T21:00:00-04:00,89.8,72.0,56.0,97.1
Staten Island,2026-07-23T22:00:00-04:00,88.0,72.0,59.3,94.7
Staten Island,2026-07-23T23:00:00-04:00,86.0,72.0,63.0,92.3
Staten Island,2026-07-24T00:00:00-04:00,84.2,72.0,66.9,89.9
Staten Island,2026-07-24T01:00:00-04:00,82.5,72.0,70.7,87.5
Staten Island,2026-07-24T02:00:00-04:00,81.0,72.0,74.2,85.3
Staten Island,2026-07-24T03:00:00-04:00,79.8,72.0,77.1,83.5
Staten Island,2026-07-24T04:00:00-04:00,79.0,72.0,79.2,80.3
Staten Island,2026-07-24T05:00:00-04:00,78.6,72.0,80.4,79.9
Staten Island,2026-07-24T06:00:00-04:00,78.6,72.0,80.2,79.9
Staten Island,2026-07-24T07:00:00-04:00,79.4,72.0,78.2,82.8
Staten Island,2026-07-24T08:00:00-04:00,80.8,72.0,74.6,85.1
Staten Island,2026-07-24T09:00:00-04:00,82.9,72.0,69.8,88.1
Staten Island,2026-07-24T10:00:00-04:00,85.2,72.0,64.7,91.3
Staten Island,2026-07-24T11:00:00-04:00,87.8,72.0,59.7,94.5
Staten Island,2026-07-24T12:00:00-04:00,90.1,72.0,55.4,97.5
Staten Island,2026-07-24T13:00:00-04:00,92.2,72.0,51.9,100.0
Staten Island,2026-07-24T14:00:00-04:00,93.6,71.9,49.5,101.8
Staten Island,2026-07-24T15:00:00-04:00,94.4,71.9,48.3,102.7
Staten Island,2026-07-24T16:00:00-04:00,94.4,71.8,48.2,102.7
Staten Island,2026-07-24T17:00:00-04:00,93.9,71.8,48.9,102.0
Staten Island,2026-07-24T18:00:00-04:00,92.8,71.8,50.5,100.6
Staten Island,2026-07-24T19:00:00-04:00,91.3,71.7,52.9,98.6
Staten Island,2026-07-24T20:00:00-04:00,89.4,71.7,56.1,96.2
Staten Island,2026-07-24T21:00:00-04:00,87.1,71.6,60.1,93.4
Staten Island,2026-07-24T22:00:00-04:00,84.7,71.6,64.8,90.3
Staten Island,2026-07-24T23:00:00-04:00,82.3,71.5,70.1,87.0
Staten Island,2026-07-25T00:00:00-04:00,79.9,71.5,75.7,83.4
Staten Island,2026-07-25T01:00:00-04:00,77.6,71.5,81.3,78.9
Staten Island,2026-07-25T02:00:00-04:00,75.7,71.4,86.5,77.1
Staten Island,2026-07-25T03:00:00-04:00,74.2,71.4,91.0,75.6
Staten Island,2026-07-25T04:00:00-04:00,73.1,71.3,94.2,74.6
Staten Island,2026-07-25T05:00:00-04:00,72.6,71.3,95.8,74.0
Staten Island,2026-07-25T06:00:00-04:00,72.6,71.2,95.5,74.0
Staten Island,2026-07-25T07:00:00-04:00,73.4,71.2,93.0,74.8
Staten Island,2026-07-25T08:00:00-04:00,74.8,71.2,88.4,76.2
Staten Island,2026-07-25T09:00:00-04:00,76.9,71.1,82.5,78.1
Staten Island,2026-07-25T10:00:00-04:00,79.2,71.1,76.1,80.5
Staten Island,2026-07-25T11:00:00-04:00,81.8,71.0,70.1,86.0
Staten Island,2026-07-25T12:00:00-04:00,84.1,71.0,64.8,89.1
Staten Island,2026-07-25T13:00:00-04:00,86.2,70.3,59.4,91.2
Staten Island,2026-07-25T14:00:00-04:00,87.6,69.7,55.4,92.4
Staten Island,2026-07-25T15:00:00-04:00,88.4,69.0,52.8,92.8
Staten Island,2026-07-25T16:00:00-04:00,88.4,68.3,51.6,92.4
Staten Island,2026-07-25T17:00:00-04:00,87.8,67.7,51.4,91.2
Staten Island,2026-07-25T18:00:00-04:00,86.6,67.0,52.2,89.5
Staten Island,2026-07-25T19:00:00-04:00,84.8,66.3,54.0,87.2
Staten Island,2026-07-25T20:00:00-04:00,82.7,65.7,56.6,84.7
Staten Island,2026-07-25T21:00:00-04:00,80.1,65.0,60.0,82.0
Staten Island,2026-07-25T22:00:00-04:00,77.4,64.3,64.1,77.9
Staten Island,2026-07-25T23:00:00-04:00,74.6,63.7,68.8,75.0
Staten Island,2026-07-26T00:00:00-04:00,71.9,63.0,73.6,72.2
Staten Island,2026-07-26T01:00:00-04:00,69.3,62.3,78.4,69.7
Staten Island,2026-07-26T02:00:00-04:00,67.2,61.7,82.5,67.5
Staten Island,2026-07-26T03:00:00-04:00,65.4,61.0,85.6,65.7
Staten Island,2026-07-26T04:00:00-04:00,64.2,60.3,87.3,64.4
Staten Island,2026-07-26T05:00:00-04:00,63.6,59.7,87.1,63.7
Staten Island,2026-07-26T06:00:00-04:00,63.6,59.0,85.0,63.7
Staten Island,2026-07-26T07:00:00-04:00,64.4,58.3,80.8,64.3
Staten Island,2026-07-26T08:00:00-04:00,65.8,57.7,74.9,65.6
Staten Island,2026-07-26T09:00:00-04:00,67.9,57.0,68.2,67.6
Staten Island,2026-07-26T10:00:00-04:00,70.2,56.3,61.4,69.9
Staten Island,2026-07-26T11:00:00-04:00,72.8,55.7,55.0,72.3
Staten Island,2026-07-26T12:00:00-04:00,75.1,55.0,49.6,74.7
Staten Island,2026-07-26T13:00:00-04:00,77.2,55.0,46.4,76.8
Staten Island,2026-07-26T14:00:00-04:00,78.6,55.0,44.2,78.3
Staten Island,2026-07-26T15:00:00-04:00,79.4,55.0,43.1,79.1
Staten Island,2026-07-26T16:00:00-04:00,79.4,55.0,43.0,79.1
Staten Island,2026-07-26T17:00:00-04:00,79.0,55.0,43.6,78.6
Staten Island,2026-07-26T18:00:00-04:00,78.1,55.0,44.9,77.7
Staten Island,2026-07-26T19:00:00-04:00,76.9,55.0,46.8,76.5
Staten Island,2026-07-26T20:00:00-04:00,75.3,55.0,49.3,74.8
Staten Island,2026-07-26T21:00:00-04:00,73.5,55.0,52.4,73.0
Staten Island,2026-07-26T22:00:00-04:00,71.5,55.0,56.0,71.0
Staten Island,2026-07-26T23:00:00-04:00,69.5,55.0,60.0,69.0
